Nome,Data de Nascimento,Sexo,Raça,Estado Civil,Você trabalha? (Estágio ou Efetivo),Renda Própria,Quantidade de Filhos,Renda do Responsável Financeiro,Escolaridade do Responsável,Bairro,Distancia,Tipo de Ingresso,%_BOLSA,Curso,Semestre,FALTA,Status
Aylla Ribeiro,2001-01-10,Masculino,Outras,Solteiro,Sim,1770,0,2849,Ensino Médio,Sol Nascente/Pôr do Sol,2,IDP Pass,17,Engenharia de Software,4,8,0
Stella Pinto,2002-12-21,Feminino,Branco,Solteiro,Não,1085,0,3378,Ensino Superior,Lago Oeste,6,PROUNI,100,Ciência da Computação,1,7,0
Zoe Silva,1994-07-23,Masculino,Branco,Solteiro,Não,2250,0,3416,Ensino Superior,Asa Norte,9,Transferência,48,Engenharia de Software,4,7,1
Anthony Gabriel Costela,1999-01-10,Masculino,Branco,Solteiro,Não,2021,0,2573,Ensino Superior,São Sebastião,6,ENEM,25,Economia,5,9,0
Mariah Carvalho,2004-02-14,Feminino,Branco,Solteiro,Não,1344,0,2011,Ensino Superior,Lago Sul,9,ENEM,37,Economia,1,7,1
Amanda Almeida,2002-05-28,Feminino,Branco,Solteiro,Não,2807,0,3270,Ensino Superior,Lago Norte,8,IDP Pass,18,Ciência da Computação,3,10,0
Maria Vitória Barros,2005-02-09,Feminino,Branco,Solteiro,Não,1219,0,3723,Ensino Superior,Ceilândia,2,Transferência,46,Publicidade,1,6,1
Rafaela Aragão,2003-04-28,Feminino,Negro,Solteiro,Sim,1178,0,3332,Ensino Médio,Noroeste,1,ENEM,28,Ciência da Computação,2,10,0
Ana Cecília Pastor,1958-05-12,Feminino,Branco,Solteiro,Não,1983,0,3544,Ensino Superior,Cruzeiro,10,IDP Pass,36,Administração,1,38,0
Cauê Guerra,1924-09-21,Masculino,Negro,Solteiro,Não,1767,3,2173,Ensino Superior,Sudoeste,7,IDP Pass,26,Publicidade,4,10,1
José Pedro da Mota,2003-08-28,Feminino,Branco,Solteiro,Não,1928,0,2794,Ensino Médio,Gama,8,IDP Pass,36,Arquitetura,5,7,0
João Guilherme Ramos,1997-10-05,Feminino,Negro,Solteiro,Sim,1930,0,2642,Ensino Superior,SIA,9,IDP Pass,15,Economia,5,25,0
Rodrigo Ferreira,2006-05-17,Feminino,Negro,Solteiro,Sim,2977,0,3210,Ensino Médio,Planaltina,5,Transferência,17,Engenharia de Software,3,7,0
João Nunes,2005-11-24,Masculino,Branco,União Estável,Sim,1370,0,3311,Ensino Médio,Ceilândia,8,IDP Pass,21,Engenharia de Software,3,8,1
Mateus Fogaça,2006-04-07,Feminino,Branco,Solteiro,Não,1610,0,3585,Ensino Médio,São Sebastião,4,IDP Pass,11,Arquitetura,1,9,0
Liz Marques,1995-12-21,Feminino,Branco,Solteiro,Sim,2035,0,3355,Ensino Médio,Asa Sul,9,IDP Pass,26,Ciência da Computação,1,7,0
Lívia Fonseca,1928-04-15,Masculino,Branco,Solteiro,Não,1737,2,2406,Ensino Superior,Lago Sul,2,IDP Pass,33,Engenharia de Software,4,7,0
Thomas Barros,2004-10-13,Feminino,Branco,Solteiro,Sim,2324,0,3137,Ensino Médio,Sudoeste,2,IDP Pass,0,Administração,3,9,0
Arthur Gabriel Machado,2006-05-10,Masculino,Outras,Solteiro,Não,1964,0,3274,Ensino Superior,Sudoeste,5,PROUNI,100,Engenharia de Software,3,28,0
Antônio Freitas,2005-07-09,Masculino,Branco,Solteiro,Não,2461,0,3929,Ensino Médio,Ceilândia,3,IDP Pass,35,Arquitetura,4,10,0
Cauê Machado,1997-11-04,Feminino,Branco,Solteiro,Sim,2455,0,2002,Ensino Superior,Lago Sul,1,Transferência,49,Publicidade,1,9,1
Maria Clara Martins,2004-07-01,Masculino,Negro,Solteiro,Não,1865,0,2598,Ensino Superior,Santa Maria,8,ENEM,4,Ciência da Computação,1,9,1
Laura Siqueira,2002-05-26,Feminino,Branco,Solteiro,Sim,1924,0,3003,Ensino Médio,Fercal,9,PROUNI,100,Ciência da Computação,5,9,1
Yasmin Costela,1998-12-19,Masculino,Branco,Solteiro,Sim,2882,0,2074,Ensino Médio,Santa Maria,1,ENEM,6,Engenharia de Software,2,8,1
Maria Eduarda Lopes,2004-12-07,Masculino,Negro,União Estável,Não,2240,0,3243,Ensino Superior,Noroeste,7,Transferência,19,Engenharia de Software,5,9,0
Fernando Leão,2004-04-05,Masculino,Branco,Solteiro,Não,1908,0,3886,Ensino Superior,Asa Sul,7,ENEM,19,Publicidade,1,9,0
Yago Lopes,2006-01-23,Feminino,Branco,Solteiro,Não,1962,0,3453,Ensino Superior,Lago Norte,8,ENEM,5,Arquitetura,4,9,1
João Macedo,2004-06-27,Masculino,Branco,Solteiro,Sim,1364,0,2285,Ensino Superior,Noroeste,8,Transferência,7,Publicidade,3,6,0
Juliana da Luz,2004-02-01,Masculino,Branco,União Estável,Não,2413,0,2798,Ensino Superior,Cruzeiro,10,ENEM,22,Publicidade,4,7,0
Felipe Rios,2002-12-13,Masculino,Branco,União Estável,Não,1229,0,3718,Ensino Superior,Lago Oeste,5,IDP Pass,28,Publicidade,4,8,1
Lara Novais,1995-11-13,Masculino,Branco,Solteiro,Não,2963,3,3931,Ensino Médio,Noroeste,5,Transferência,23,Ciência da Computação,1,8,0
Sophia Aparecida,2000-07-30,Feminino,Branco,Solteiro,Não,2719,0,2405,Ensino Superior,Riacho Fundo,2,ENEM,11,Psicologia,3,9,0
Mateus Pires,1938-04-28,Feminino,Branco,União Estável,Não,1330,0,3022,Ensino Médio,Vicente Pires,9,ENEM,28,Publicidade,2,10,1
Samuel Leão,1997-09-04,Masculino,Branco,Solteiro,Sim,2399,0,3813,Ensino Médio,Candangolândia,9,ENEM,29,Economia,2,6,1
Thiago Borges,2004-03-28,Feminino,Branco,Solteiro,Não,1506,3,2818,Ensino Superior,Vicente Pires,5,Transferência,10,Ciência da Computação,5,7,1
Alexandre Pereira,2004-03-30,Feminino,Branco,Solteiro,Sim,2158,0,3768,Ensino Superior,Taguatinga,9,IDP Pass,11,Ciência da Computação,3,8,1
Mariah Pastor,2005-12-27,Masculino,Branco,Solteiro,Não,1694,0,3796,Ensino Médio,Noroeste,9,ENEM,19,Engenharia de Software,1,27,0
Letícia Guerra,2001-12-29,Feminino,Negro,Solteiro,Não,1975,0,3552,Ensino Médio,Asa Norte,6,PROUNI,100,Ciência da Computação,1,10,1
Yasmin Teixeira,1998-06-27,Masculino,Branco,Solteiro,Não,1750,0,2346,Ensino Médio,SIA,5,Transferência,10,Arquitetura,4,10,0
Maria Flor Dias,1997-12-30,Masculino,Branco,Solteiro,Sim,1894,0,3782,Ensino Superior,Sudoeste,3,ENEM,30,Administração,4,6,0
José Oliveira,1995-04-26,Masculino,Negro,Solteiro,Não,2332,3,2960,Ensino Médio,Cruzeiro,6,ENEM,49,Arquitetura,4,20,0
Luiz Gustavo Caldeira,2004-11-04,Masculino,Branco,Solteiro,Sim,2481,0,2318,Ensino Médio,Lago Oeste,5,ENEM,5,Publicidade,3,10,1
Bella da Conceição,2006-05-25,Feminino,Branco,Casado,Sim,2436,0,3060,Ensino Superior,Brazlândia,8,ENEM,13,Economia,1,6,0
Nathan Martins,2005-09-03,Feminino,Branco,Solteiro,Não,1561,0,3540,Ensino Médio,Asa Norte,7,ENEM,43,Economia,4,10,0
Henrique Ferreira,2003-09-17,Masculino,Branco,Solteiro,Não,2791,0,2385,Ensino Médio,SIA,5,IDP Pass,29,Administração,2,10,0
Ísis Câmara,2002-12-14,Feminino,Negro,União Estável,Sim,1064,0,2181,Ensino Superior,Asa Norte,5,IDP Pass,33,Engenharia de Software,2,10,0
Marcos Vinicius Vasconcelos,2001-09-27,Feminino,Branco,Solteiro,Não,2921,0,2679,Ensino Superior,Fercal,1,IDP Pass,19,Arquitetura,4,12,0
Mariah Ribeiro,2001-09-27,Feminino,Branco,Solteiro,Sim,1819,0,3443,Ensino Superior,Recanto das Emas,4,Transferência,33,Publicidade,4,10,0
Pietra Araújo,2001-02-24,Feminino,Negro,Solteiro,Sim,2633,0,2370,Ensino Médio,Lago Oeste,7,Transferência,0,Administração,4,6,0
Luiz Henrique Borges,2006-01-06,Masculino,Branco,Solteiro,Não,1518,0,3541,Ensino Médio,Asa Sul,10,Transferência,15,Arquitetura,2,19,0
Ravy Porto,1942-08-04,Feminino,Branco,Solteiro,Sim,2508,0,2797,Ensino Superior,Cruzeiro,1,Transferência,1,Publicidade,4,6,0
Diogo Caldeira,1994-10-16,Masculino,Outras,Solteiro,Sim,1048,0,3803,Ensino Médio,Lago Oeste,10,IDP Pass,11,Economia,4,8,0
Renan Barros,2002-08-26,Masculino,Negro,Solteiro,Sim,2033,0,3445,Ensino Superior,Sol Nascente/Pôr do Sol,8,ENEM,37,Psicologia,1,7,1
Otávio Rezende,2002-04-16,Masculino,Outras,Solteiro,Não,2949,0,2478,Ensino Superior,Lago Sul,1,ENEM,27,Psicologia,1,16,1
João Duarte,2006-03-17,Feminino,Outras,Solteiro,Sim,2357,0,3493,Ensino Médio,Asa Norte,6,ENEM,21,Publicidade,3,38,0
Aurora Melo,2001-04-01,Masculino,Branco,Solteiro,Não,2394,0,3686,Ensino Superior,Lago Norte,9,PROUNI,100,Psicologia,3,10,0
José Miguel Cirino,2001-10-22,Feminino,Outras,Solteiro,Sim,1494,0,2821,Ensino Superior,Núcleo Bandeirante,4,ENEM,6,Economia,2,9,0
Maria Liz Nascimento,2006-03-13,Masculino,Branco,Solteiro,Não,1416,0,2242,Ensino Superior,São Sebastião,10,PROUNI,100,Ciência da Computação,1,6,0
Ana Luiza Brito,2004-03-05,Feminino,Branco,Solteiro,Não,2267,0,2007,Ensino Superior,Noroeste,5,Transferência,34,Psicologia,2,7,0
Ana Carolina Azevedo,1994-12-13,Feminino,Outras,Solteiro,Sim,2377,0,3477,Ensino Médio,SIA,10,IDP Pass,35,Economia,4,7,1
Josué Costa,2003-01-17,Masculino,Negro,Solteiro,Sim,2983,0,2076,Ensino Médio,Sudoeste,2,IDP Pass,16,Engenharia de Software,4,7,0
Agatha Barbosa,2001-02-10,Feminino,Branco,Solteiro,Não,1420,0,2706,Ensino Superior,Vicente Pires,4,PROUNI,100,Arquitetura,2,6,0
Guilherme Vasconcelos,2003-12-25,Masculino,Branco,Solteiro,Sim,1055,0,3252,Ensino Superior,Asa Sul,1,ENEM,30,Psicologia,2,6,0
Joaquim Novaes,2005-06-25,Feminino,Negro,Solteiro,Não,2324,0,3262,Ensino Superior,Asa Sul,6,ENEM,37,Arquitetura,1,23,0
Pietra Nunes,2004-10-17,Feminino,Branco,Solteiro,Não,1602,0,3496,Ensino Médio,SIA,9,PROUNI,100,Ciência da Computação,1,39,0
Davi Azevedo,1997-04-07,Masculino,Outras,Solteiro,Sim,2975,0,3408,Ensino Superior,Lago Norte,5,ENEM,19,Publicidade,1,39,0
Maria Sophia Gomes,2004-04-26,Masculino,Branco,Solteiro,Não,1492,0,3905,Ensino Superior,Santa Maria,4,PROUNI,100,Engenharia de Software,1,9,1
João Gabriel Alves,2002-12-03,Feminino,Branco,Solteiro,Sim,1171,0,3067,Ensino Superior,Asa Sul,4,IDP Pass,43,Arquitetura,3,7,0
Emanuella Campos,2005-12-25,Feminino,Branco,Solteiro,Sim,1581,0,2157,Ensino Médio,Águas Claras,7,ENEM,43,Administração,3,10,1
Maria Eduarda Rios,1928-05-15,Masculino,Branco,Solteiro,Não,2682,0,2292,Ensino Médio,Vicente Pires,7,ENEM,5,Ciência da Computação,1,8,0
Eduarda Fernandes,1908-05-03,Masculino,Branco,Solteiro,Sim,1744,0,2051,Ensino Médio,Gama,5,ENEM,36,Arquitetura,1,9,0
Renan Duarte,1996-09-14,Feminino,Branco,Solteiro,Não,1847,0,3275,Ensino Médio,Asa Sul,2,IDP Pass,20,Economia,3,9,0
Matteo Caldeira,1998-08-31,Masculino,Negro,Solteiro,Não,2940,0,3990,Ensino Médio,Asa Sul,7,ENEM,14,Ciência da Computação,5,6,1
Luna Lopes,1994-12-25,Masculino,Branco,Solteiro,Sim,1108,0,2204,Ensino Médio,Recanto das Emas,3,Transferência,8,Economia,4,10,0
Sophie Freitas,1998-08-02,Masculino,Branco,Solteiro,Sim,2436,0,2343,Ensino Superior,Asa Sul,6,Transferência,4,Psicologia,1,7,1
Aylla da Cruz,2004-08-29,Feminino,Branco,Solteiro,Não,2178,0,2618,Ensino Médio,Lago Norte,9,ENEM,44,Administração,2,7,0
Ayla Pacheco,1994-07-07,Masculino,Negro,Solteiro,Sim,2819,0,2010,Ensino Médio,SIA,9,PROUNI,100,Arquitetura,4,38,1
João Miguel Vieira,1994-12-04,Masculino,Outras,Solteiro,Sim,1771,0,3491,Ensino Médio,Lago Norte,9,IDP Pass,6,Arquitetura,4,9,0
Theo Casa Grande,2005-04-18,Masculino,Branco,Casado,Sim,1461,0,2732,Ensino Superior,Asa Norte,1,ENEM,49,Arquitetura,5,10,0
Anthony Gabriel Nogueira,1952-04-27,Masculino,Branco,Solteiro,Não,1865,0,2306,Ensino Médio,Varjão,1,IDP Pass,13,Engenharia de Software,1,7,0
Caio Machado,1995-08-10,Masculino,Branco,Solteiro,Não,1311,3,2833,Ensino Superior,Paranoá,2,IDP Pass,4,Administração,1,9,0
Samuel Gomes,2004-05-21,Masculino,Outras,Solteiro,Não,1402,0,2847,Ensino Médio,Park Way,6,PROUNI,100,Ciência da Computação,2,23,1
Vitor Gabriel Farias,2003-08-25,Masculino,Branco,Solteiro,Sim,1359,0,3950,Ensino Superior,Lago Norte,6,IDP Pass,34,Economia,4,6,1
Lunna Lopes,2004-08-27,Masculino,Branco,Solteiro,Não,2678,0,2616,Ensino Superior,Sudoeste,2,ENEM,39,Engenharia de Software,1,40,1
Maria Alice Pinto,1998-11-25,Feminino,Branco,Solteiro,Não,1045,0,2691,Ensino Médio,Lago Oeste,5,IDP Pass,5,Engenharia de Software,3,10,0
Diego Andrade,2005-09-17,Feminino,Branco,Solteiro,Sim,2604,0,3583,Ensino Superior,Sol Nascente/Pôr do Sol,4,ENEM,46,Psicologia,4,7,1
Théo Martins,2005-06-05,Feminino,Negro,Solteiro,Não,1776,0,3730,Ensino Médio,SCIA,9,PROUNI,100,Ciência da Computação,5,32,0
Gabrielly Vargas,2000-07-15,Masculino,Branco,Solteiro,Não,1967,0,3831,Ensino Superior,Sol Nascente/Pôr do Sol,3,IDP Pass,21,Administração,5,10,1
Nicole da Mota,2005-08-07,Feminino,Branco,Solteiro,Não,2920,0,3892,Ensino Superior,Itapoã,5,IDP Pass,48,Ciência da Computação,2,8,0
Hellena Fernandes,2002-05-14,Masculino,Outras,Solteiro,Sim,1846,0,3738,Ensino Médio,Planaltina,7,Transferência,29,Administração,1,10,0
Eduardo Fogaça,2005-04-13,Feminino,Branco,Solteiro,Sim,2483,0,2465,Ensino Superior,Lago Sul,1,IDP Pass,3,Ciência da Computação,4,8,0
Julia Cunha,2003-11-25,Masculino,Branco,Solteiro,Não,1531,0,2643,Ensino Superior,Setor de Indústrias Gráficas,8,IDP Pass,25,Arquitetura,5,10,0
Davi Lucca Moraes,2004-10-16,Feminino,Branco,União Estável,Sim,2966,0,2749,Ensino Superior,Asa Norte,6,ENEM,28,Administração,2,6,0
Gustavo Henrique Teixeira,2000-08-29,Feminino,Outras,Solteiro,Sim,2693,0,3207,Ensino Médio,Santa Maria,9,ENEM,43,Ciência da Computação,1,10,0
Daniela Pereira,2003-08-06,Masculino,Branco,Solteiro,Não,1900,0,2438,Ensino Superior,SIA,2,IDP Pass,25,Ciência da Computação,3,8,0
Amanda Camargo,2003-12-28,Feminino,Branco,Solteiro,Não,1182,0,3233,Ensino Médio,Plano Piloto,2,PROUNI,100,Psicologia,4,6,0
Emanuella Novaes,1995-12-08,Masculino,Negro,Solteiro,Sim,1018,0,3365,Ensino Superior,Noroeste,8,IDP Pass,39,Ciência da Computação,5,9,1
Aurora da Costa,1995-01-06,Masculino,Branco,Solteiro,Sim,2401,0,2373,Ensino Superior,São Sebastião,10,PROUNI,100,Psicologia,5,10,1
Emilly Macedo,2002-05-07,Masculino,Branco,Solteiro,Não,1516,0,3887,Ensino Médio,Vicente Pires,5,Transferência,35,Psicologia,5,9,0
Oliver da Cruz,1996-09-10,Masculino,Branco,Solteiro,Não,1971,0,3732,Ensino Médio,Itapoã,10,IDP Pass,30,Economia,3,7,1
Anthony Gabriel Martins,1999-03-09,Feminino,Negro,Casado,Não,2949,0,3152,Ensino Médio,Riacho Fundo,7,ENEM,32,Ciência da Computação,4,19,0
Catarina Duarte,2006-04-20,Feminino,Branco,Solteiro,Sim,2616,0,2119,Ensino Superior,Asa Norte,1,IDP Pass,10,Economia,4,10,0
Maitê Casa Grande,2003-07-19,Masculino,Branco,Solteiro,Sim,2433,0,3576,Ensino Médio,Núcleo Bandeirante,8,IDP Pass,18,Arquitetura,4,17,0
Caio das Neves,1997-02-18,Feminino,Branco,Solteiro,Sim,1642,3,2855,Ensino Superior,Lago Sul,5,ENEM,41,Publicidade,5,8,0
Giovanna Andrade,2002-01-18,Masculino,Branco,Casado,Não,1222,0,2552,Ensino Superior,Noroeste,5,IDP Pass,18,Ciência da Computação,5,14,1
Hellena Fonseca,1998-05-19,Masculino,Branco,Solteiro,Não,2676,1,3479,Ensino Superior,Santa Maria,3,PROUNI,100,Publicidade,1,2,1
Lunna da Conceição,2004-11-05,Feminino,Branco,Casado,Não,1230,0,3004,Ensino Médio,Águas Claras,9,IDP Pass,48,Economia,3,6,0
Allana Pimenta,1995-01-07,Masculino,Branco,Solteiro,Não,2644,0,3397,Ensino Superior,SCIA,4,PROUNI,100,Engenharia de Software,3,39,0
Yuri Castro,1928-08-30,Masculino,Negro,Solteiro,Não,1221,0,2053,Ensino Superior,Lago Norte,10,IDP Pass,26,Psicologia,2,20,0
João Gabriel da Luz,2001-05-30,Masculino,Branco,Solteiro,Não,2959,0,2834,Ensino Superior,Guará,5,Transferência,48,Psicologia,1,37,1
Sabrina Siqueira,2001-10-03,Masculino,Branco,Solteiro,Sim,1411,0,2559,Ensino Médio,Asa Norte,4,IDP Pass,5,Publicidade,5,9,0
Léo da Cunha,2000-10-27,Feminino,Negro,Solteiro,Não,1492,0,2976,Ensino Médio,Lago Sul,6,IDP Pass,47,Administração,3,8,0
Camila Novais,2003-06-30,Masculino,Branco,Solteiro,Sim,1226,0,3691,Ensino Médio,SIA,5,Transferência,27,Administração,1,10,1
Camila Montenegro,2002-07-19,Feminino,Branco,Solteiro,Sim,2677,0,3165,Ensino Médio,Noroeste,9,IDP Pass,9,Ciência da Computação,4,7,0
Maitê Leão,2005-11-23,Feminino,Branco,Solteiro,Não,2576,0,2609,Ensino Médio,SIA,2,PROUNI,100,Administração,2,9,0
Luiz Miguel Camargo,2003-04-14,Feminino,Branco,Solteiro,Sim,2341,0,2065,Ensino Médio,Asa Sul,10,PROUNI,100,Arquitetura,1,9,0
Joana Porto,1994-11-12,Masculino,Negro,União Estável,Não,2647,0,3946,Ensino Superior,Brazlândia,10,IDP Pass,12,Engenharia de Software,5,10,1
Luiz Otávio Lopes,1919-05-01,Masculino,Branco,Solteiro,Sim,2879,0,3243,Ensino Médio,Samambaia,10,PROUNI,100,Engenharia de Software,5,6,0
Emanuel da Mota,1932-03-11,Masculino,Branco,Solteiro,Sim,2995,0,2483,Ensino Médio,Asa Norte,2,PROUNI,100,Administração,3,8,1
Yan Cirino,2004-12-05,Masculino,Branco,União Estável,Sim,1391,0,2724,Ensino Médio,Samambaia,4,ENEM,3,Publicidade,4,7,1
Enzo Gabriel Pinto,1997-07-11,Masculino,Branco,Solteiro,Não,1289,0,2470,Ensino Médio,Vicente Pires,1,IDP Pass,41,Administração,5,27,0
Ana Vitória da Conceição,2002-08-29,Masculino,Branco,Solteiro,Sim,2550,0,3777,Ensino Superior,Asa Sul,9,IDP Pass,17,Economia,1,6,0
João Gabriel da Paz,2000-07-05,Masculino,Negro,Solteiro,Não,1702,0,3665,Ensino Médio,Lago Sul,6,ENEM,45,Economia,4,9,0
Luigi Gomes,2005-04-01,Feminino,Branco,Solteiro,Não,1483,0,3317,Ensino Superior,Asa Norte,9,PROUNI,100,Engenharia de Software,5,7,0
Marcela Castro,1997-03-20,Feminino,Negro,Solteiro,Sim,1345,0,3127,Ensino Superior,Planaltina,6,PROUNI,100,Arquitetura,1,6,1
Alice Rezende,1999-05-20,Feminino,Outras,Solteiro,Não,2608,0,2530,Ensino Superior,Águas Claras,5,IDP Pass,27,Economia,1,10,1
Alexia Fonseca,2006-05-02,Feminino,Branco,Solteiro,Não,1942,0,3829,Ensino Superior,Guará,5,IDP Pass,39,Administração,3,7,0
Isabel da Mata,1941-04-14,Masculino,Outras,Solteiro,Não,1610,0,3402,Ensino Médio,Asa Norte,7,Transferência,18,Ciência da Computação,2,9,1
Henry Porto,2001-09-19,Feminino,Branco,Solteiro,Sim,2821,0,2077,Ensino Superior,Sobradinho,1,Transferência,0,Arquitetura,4,3,0
Samuel Fonseca,2004-06-01,Feminino,Branco,Solteiro,Não,2286,0,3360,Ensino Superior,Paranoá,10,PROUNI,100,Ciência da Computação,4,37,0
Luísa Fogaça,1996-03-14,Feminino,Branco,Solteiro,Não,1634,0,2723,Ensino Superior,Fercal,8,PROUNI,100,Administração,2,24,1
Luiz Gustavo Ribeiro,1997-12-27,Feminino,Branco,União Estável,Não,2700,0,2568,Ensino Médio,Candangolândia,1,PROUNI,100,Arquitetura,3,6,1
Bento Almeida,2003-10-02,Masculino,Negro,Solteiro,Sim,2861,0,2903,Ensino Médio,Noroeste,3,ENEM,40,Publicidade,1,10,1
Breno Vasconcelos,2003-12-13,Feminino,Branco,Solteiro,Sim,2699,0,2654,Ensino Médio,Lago Norte,5,IDP Pass,3,Engenharia de Software,3,9,1
Davi Sampaio,1994-10-16,Masculino,Branco,Solteiro,Não,1007,0,3500,Ensino Médio,Sol Nascente/Pôr do Sol,2,PROUNI,100,Economia,1,8,1
Ana Lívia Câmara,2000-08-08,Feminino,Branco,Solteiro,Não,2996,0,3794,Ensino Superior,Asa Norte,2,Transferência,44,Economia,2,7,1
Larissa Martins,1994-11-06,Masculino,Branco,Solteiro,Sim,1651,2,3302,Ensino Superior,Riacho Fundo II,3,PROUNI,100,Economia,3,7,0
Vitor Hugo Pinto,1925-03-21,Masculino,Branco,Solteiro,Sim,1964,0,3354,Ensino Médio,Guará,1,PROUNI,100,Arquitetura,1,16,1
Liz Souza,2005-05-07,Masculino,Negro,Solteiro,Sim,2857,0,2577,Ensino Médio,Plano Piloto,5,ENEM,7,Engenharia de Software,1,7,0
Eloá Cardoso,1996-11-22,Feminino,Branco,União Estável,Não,2077,0,2892,Ensino Médio,Sudoeste,9,ENEM,12,Psicologia,2,6,0
Rafael Ramos,2001-09-28,Masculino,Branco,Solteiro,Não,2975,0,2064,Ensino Superior,Asa Sul,5,Transferência,8,Economia,5,6,0
Heloísa Montenegro,1905-01-18,Feminino,Branco,União Estável,Sim,1648,0,2005,Ensino Superior,Vicente Pires,7,Transferência,9,Engenharia de Software,4,36,0
Marina da Rocha,2004-11-26,Masculino,Negro,Solteiro,Sim,1186,0,2140,Ensino Médio,Asa Sul,10,ENEM,23,Psicologia,3,7,1
Ana Cecília Pires,2003-04-12,Feminino,Branco,Solteiro,Sim,1138,2,3319,Ensino Superior,Asa Norte,6,ENEM,27,Economia,4,9,0
Pedro Caldeira,1999-03-30,Feminino,Branco,Solteiro,Sim,1623,0,2221,Ensino Médio,SIA,10,Transferência,30,Ciência da Computação,2,23,1
Davi Mendonça,1955-04-23,Masculino,Negro,Solteiro,Sim,1131,0,3018,Ensino Superior,Asa Sul,3,PROUNI,100,Engenharia de Software,4,7,1
Beatriz Cardoso,2003-08-09,Feminino,Branco,Solteiro,Sim,2465,0,2387,Ensino Médio,Taguatinga,3,ENEM,18,Administração,2,8,0
Miguel Alves,2005-07-15,Masculino,Branco,Solteiro,Não,2608,0,3485,Ensino Superior,Taguatinga,8,PROUNI,100,Administração,3,9,0
Emanuelly Machado,2001-02-18,Feminino,Branco,Solteiro,Sim,1547,0,3638,Ensino Médio,Asa Sul,10,ENEM,20,Arquitetura,2,22,0
João Miguel Sousa,1924-04-18,Masculino,Branco,Solteiro,Não,2359,0,3780,Ensino Superior,Gama,2,IDP Pass,6,Psicologia,1,7,0
Otávio Casa Grande,2003-04-23,Masculino,Outras,Solteiro,Não,2984,0,2687,Ensino Superior,São Sebastião,9,ENEM,7,Engenharia de Software,5,8,1
Fernando Marques,2002-01-14,Masculino,Branco,Solteiro,Não,2667,0,3461,Ensino Superior,Sudoeste,6,ENEM,11,Ciência da Computação,2,7,1
Levi Cardoso,2003-11-22,Masculino,Branco,União Estável,Não,1671,0,2945,Ensino Superior,Lago Norte,7,ENEM,30,Administração,5,9,0
Amanda Andrade,1947-05-13,Masculino,Branco,União Estável,Sim,1667,1,2143,Ensino Médio,Asa Norte,2,IDP Pass,10,Engenharia de Software,2,8,0
Bryan Porto,1995-12-28,Masculino,Branco,Casado,Não,2139,0,2449,Ensino Médio,Lago Norte,10,PROUNI,100,Ciência da Computação,5,6,1
Léo Cunha,2000-08-31,Feminino,Branco,Solteiro,Sim,2030,0,2307,Ensino Superior,Noroeste,8,ENEM,21,Administração,2,6,1
Ana Julia Nascimento,1996-05-12,Feminino,Outras,Solteiro,Sim,2478,0,3906,Ensino Superior,Sudoeste,4,ENEM,14,Economia,1,10,0
Arthur da Conceição,1995-12-27,Feminino,Outras,União Estável,Sim,2211,0,2047,Ensino Médio,Taguatinga,6,Transferência,49,Psicologia,4,39,0
Ana Luiza Lopes,1999-02-20,Masculino,Outras,Solteiro,Não,2015,0,3127,Ensino Superior,Lago Sul,1,ENEM,41,Administração,4,17,1
Vitor Vasconcelos,1995-10-30,Masculino,Branco,Solteiro,Sim,1223,0,3816,Ensino Médio,Asa Norte,3,ENEM,33,Economia,2,9,1
Cauã Rezende,1960-02-18,Masculino,Negro,Solteiro,Não,2738,0,2388,Ensino Médio,Itapoã,5,PROUNI,100,Administração,3,10,1
Mateus Cardoso,2003-03-30,Feminino,Branco,Solteiro,Não,2472,0,2802,Ensino Médio,Lago Sul,8,ENEM,30,Arquitetura,2,7,0
Ana Cavalcante,1946-11-07,Feminino,Branco,Solteiro,Não,2563,0,2919,Ensino Médio,Riacho Fundo II,3,Transferência,49,Administração,3,4,1
Antony Mendes,2000-09-18,Feminino,Outras,Solteiro,Não,1997,0,3414,Ensino Médio,Asa Sul,1,IDP Pass,31,Publicidade,2,9,1
Brenda Nascimento,1996-02-13,Masculino,Branco,Solteiro,Sim,2077,0,2671,Ensino Superior,Sudoeste,1,PROUNI,100,Arquitetura,1,7,0
Maria Julia Macedo,2004-01-08,Masculino,Negro,Solteiro,Não,1886,0,3148,Ensino Superior,SIA,5,PROUNI,100,Publicidade,4,10,0
João Miguel Barbosa,2002-05-11,Masculino,Negro,Solteiro,Não,2666,0,2576,Ensino Superior,Sol Nascente/Pôr do Sol,10,IDP Pass,23,Arquitetura,5,39,1
Luana Moreira,1914-02-20,Feminino,Branco,Solteiro,Sim,1075,0,2280,Ensino Médio,SCIA,2,IDP Pass,29,Administração,3,10,1
Maria Luiza da Luz,1996-02-27,Feminino,Branco,União Estável,Não,1779,0,3578,Ensino Superior,Lago Norte,8,ENEM,30,Ciência da Computação,1,7,1
Lunna Gomes,2006-03-13,Feminino,Branco,Solteiro,Sim,2730,0,2847,Ensino Médio,Candangolândia,4,PROUNI,100,Engenharia de Software,4,8,0
Luiz Henrique Martins,2005-01-29,Masculino,Branco,Solteiro,Sim,2721,0,3804,Ensino Superior,Asa Sul,6,ENEM,15,Economia,4,6,0
